UID          PID    PPID  C STIME TTY          TIME CMD
root     2213189    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
1337     2215122    3941  0 Jun05 ?        00:00:50 [ffmpeg] <defunct>
1337     2215127    3941  0 Jun05 ?        00:00:02 [ffprobe] <defunct>
root     2218507    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
1337     2223643    3941  0 May29 ?        00:00:51 [ffmpeg] <defunct>
1337     2223825    3941  0 May29 ?        00:00:01 [ffprobe] <defunct>
1337     2224422    3941  0 May29 ?        00:00:01 [ffprobe] <defunct>
1337     2224423    3941  0 May29 ?        00:00:01 [ffprobe] <defunct>
1337     2224647    3941  0 May29 ?        00:00:45 [ffmpeg] <defunct>
1337     2224653    3941  0 May29 ?        00:00:42 [ffmpeg] <defunct>
1337     2224859    3941  0 May29 ?        00:00:00 [ffprobe] <defunct>
1337     2225395    3941  0 May29 ?        00:00:09 [ffmpeg] <defunct>
1337     2225520    3941  0 May29 ?        00:00:26 [ffmpeg] <defunct>
root     2237671    3943  0 May29 ?        00:00:16 [celery] <defunct>
root     2240592    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
root     2242088    3943  0 Jun05 ?        00:00:10 [celery] <defunct>
root     2261531    3943  0 Jun08 ?        00:00:09 [celery] <defunct>
1337     2264927    3941  0 Jun05 ?        00:00:17 [ffmpeg] <defunct>
root     2265496    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
1337     2267527    3941  0 Jun05 ?        00:00:32 [ffmpeg] <defunct>
1337     2267528    3941  0 Jun05 ?        00:00:02 [ffprobe] <defunct>
1337     2268659    3941  0 May29 ?        00:00:42 [ffmpeg] <defunct>
root     2282044    3943  0 May29 ?        00:00:13 [celery] <defunct>
1337     2285347    3941  0 Jun02 ?        00:00:56 [ffmpeg] <defunct>
1337     2296671    4206  0 Jun02 ?        00:00:00 [curl] <defunct>
root     2297238    3943  0 Jun05 ?        00:00:11 [celery] <defunct>
root     2302234    3943  0 Jun02 ?        00:00:18 [celery] <defunct>
1337     2302814    3941  0 May29 ?        00:01:10 [ffmpeg] <defunct>
root     2303575    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
root     2314156    3943  0 Jun02 ?        00:00:16 [celery] <defunct>
1337     2315588    3941  0 Jun05 ?        00:00:06 [ffmpeg] <defunct>
root     2325805    3943  0 May29 ?        00:00:14 [celery] <defunct>
1337     2332389    3941  0 Jun02 ?        00:00:54 [ffmpeg] <defunct>
root     2351968    3943  0 Jun05 ?        00:00:14 [celery] <defunct>
1337     2353587    3824  0 Jun05 ?        00:00:00 [curl] <defunct>
1337     2359697    3941  0 Jun11 ?        00:00:25 [ffmpeg] <defunct>
1337     2365857    3941  0 May29 ?        00:00:27 [ffmpeg] <defunct>
root     2367194    3943  0 Jun02 ?        00:00:26 [celery] <defunct>
1337     2368068    3941  0 Jun02 ?        00:00:59 [ffmpeg] <defunct>
root     2369288    3943  0 May29 ?        00:00:18 [celery] <defunct>
1337     2371212    3941  0 Jun11 ?        00:00:20 [ffmpeg] <defunct>
1337     2382880    4543  0 Jun08 ?        00:00:00 [curl] <defunct>
root     2385164    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
1337     2393316    3941  0 Jun11 ?        00:00:26 [ffmpeg] <defunct>
1337     2399505    4206  0 Jun05 ?        00:00:00 [curl] <defunct>
1337     2405952    4543  0 Jun05 ?        00:00:00 [curl] <defunct>
1337     2406059    3941  0 Jun02 ?        00:00:38 [ffmpeg] <defunct>
root     2407122    3943  0 Jun05 ?        00:00:11 [celery] <defunct>
1337     2411771    3941  0 Jun05 ?        00:00:26 [ffmpeg] <defunct>
root     2412563    3943  0 May29 ?        00:00:10 [celery] <defunct>
root     2432136    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
1337     2437830    3941  0 Jun02 ?        00:00:40 [ffmpeg] <defunct>
1337     2440241    3941  0 Jun05 ?        00:00:22 [ffmpeg] <defunct>
1337     2452243    4206  0 May29 ?        00:00:00 [curl] <defunct>
1337     2454463    3941  0 Jun11 ?        00:00:20 [ffmpeg] <defunct>
root     2456410    3943  0 May29 ?        00:00:11 [celery] <defunct>
venserv+ 2472995   13395  0 Jun11 ?        00:00:00 /bin/bash /home/venservant/actions-runner-tovbase/run-helper.sh
venserv+ 2472999 2472995  0 Jun11 ?        00:01:58 /home/venservant/actions-runner-tovbase/bin/Runner.Listener run
1337     2480044    3941  0 Jun11 ?        00:00:22 [ffmpeg] <defunct>
1337     2484098    3941  0 Jun11 ?        00:00:18 [ffmpeg] <defunct>
1337     2484102    3941  0 Jun11 ?        00:00:00 [ffprobe] <defunct>
1337     2487943    3941  0 Jun02 ?        00:00:39 [ffmpeg] <defunct>
1337     2488244    3941  0 Jun05 ?        00:00:36 [ffmpeg] <defunct>
root     2495800    3943  0 Jun02 ?        00:00:17 [celery] <defunct>
1337     2496015    3824  0 Jun02 ?        00:00:00 [curl] <defunct>
root     2499843    3943  0 May29 ?        00:00:14 [celery] <defunct>
1337     2503034    3824  0 May29 ?        00:00:00 [curl] <defunct>
1337     2508450    3941  0 Jun11 ?        00:00:13 [ffmpeg] <defunct>
1337     2513507    3941  0 May29 ?        00:01:01 [ffmpeg] <defunct>
1337     2515899    3946  0 May29 ?        00:00:00 [curl] <defunct>
root     2521298    3943  0 Jun08 ?        00:00:11 [celery] <defunct>
1337     2523463    3941  0 Jun03 ?        00:00:00 [stty] <defunct>
1337     2528223    3941  0 Jun03 ?        00:00:00 [stty] <defunct>
root     2535157    3941  0 Jun03 ?        00:00:00 [stty] <defunct>
root     2544023    3943  0 May29 ?        00:00:09 [celery] <defunct>
root     2549992    3941  0 Jun06 ?        00:00:00 [stty] <defunct>
root     2561159    3941  0 Jun06 ?        00:00:00 [stty] <defunct>
root     2561889    3941  0 Jun09 ?        00:00:00 [stty] <defunct>
root     2564349    3941  0 Jun06 ?        00:00:00 [stty] <defunct>
root     2565628    3943  0 Jun03 ?        00:00:22 [celery] <defunct>
1337     2571317 1651489  0 Jun11 ?        00:03:38 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=vmi2172335contaboservernet-KlN1:integration-supervisor --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=webhooks --sleep=3 --timeout=60 --tries=0 --rest=0
1337     2578125    3941  0 May29 ?        00:00:33 [ffmpeg] <defunct>
1337     2587834    3941  0 Jun03 ?        00:00:44 [ffmpeg] <defunct>
1337     2605638    3824  0 Jun06 ?        00:00:00 [curl] <defunct>
1337     2609019    3941  0 Jun03 ?        00:00:38 [ffmpeg] <defunct>
root     2612057    3943  0 Jun03 ?        00:00:12 [celery] <defunct>
1337     2612896    3941  0 00:00 ?        00:00:00 [stty] <defunct>
1337     2621240    3941  0 Jun03 ?        00:00:48 [ffmpeg] <defunct>
root     2631010    3943  0 May29 ?        00:00:36 [celery] <defunct>
root     2631518    3943  0 May29 ?        00:00:12 [celery] <defunct>
root     2631715    3943  0 Jun03 ?        00:00:10 [celery] <defunct>
1337     2631775 1651493  0 00:15 ?        00:03:40 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=vmi2172335contaboservernet-KlN1:domain-supervisor --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=domains --sleep=3 --timeout=300 --tries=2 --rest=0
1337     2638324    3941  0 Jun03 ?        00:00:21 [ffmpeg] <defunct>
1337     2638520    3941  0 00:19 ?        00:00:00 [stty] <defunct>
1337     2638993    3941  0 May29 ?        00:00:33 [ffmpeg] <defunct>
1337     2640900   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640901   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640902   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640904   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640905   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640906   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640907   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640908   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640909   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640911   16774  0 00:21 ?        00:00:04 swoole_http_server: worker process for VenMail
1337     2640912   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640913   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640914   16774  0 00:21 ?        00:00:26 swoole_http_server: worker process for VenMail
1337     2640915   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640916   16774  0 00:21 ?        00:00:41 swoole_http_server: worker process for VenMail
1337     2640917   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640918   16774  0 00:21 ?        00:02:59 swoole_http_server: worker process for VenMail
1337     2640919   16774  0 00:21 ?        00:01:04 swoole_http_server: worker process for VenMail
1337     2640920   16774  0 00:21 ?        00:00:10 swoole_http_server: worker process for VenMail
1337     2640921   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640922   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640923   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640924   16774  0 00:21 ?        00:00:01 swoole_http_server: worker process for VenMail
1337     2640925   16774  0 00:21 ?        00:00:13 swoole_http_server: worker process for VenMail
1337     2640926   16774  0 00:21 ?        00:00:07 swoole_http_server: worker process for VenMail
1337     2640928   16774  0 00:21 ?        00:00:06 swoole_http_server: worker process for VenMail
1337     2640929   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640930   16774  0 00:21 ?        00:00:02 swoole_http_server: worker process for VenMail
1337     2640931   16774  0 00:21 ?        00:00:06 swoole_http_server: worker process for VenMail
1337     2640932   16774  0 00:21 ?        00:00:27 swoole_http_server: worker process for VenMail
1337     2648681    4543  0 May29 ?        00:00:00 [curl] <defunct>
1337     2648977    3946  0 May29 ?        00:00:00 [curl] <defunct>
root     2650275    3941  0 00:29 ?        00:00:00 [stty] <defunct>
1337     2658005    3941  0 May29 ?        00:01:15 [ffmpeg] <defunct>
root     2663188    3943  0 00:39 ?        00:00:11 [celery] <defunct>
1337     2664770    4062  0 Jun09 ?        00:00:01 [php] <defunct>
1337     2666422    4062  0 Jun06 ?        00:00:02 [php] <defunct>
root     2670693    3943  0 Jun01 ?        00:00:12 [celery] <defunct>
root     2674520    3943  0 May29 ?        00:00:12 [celery] <defunct>
1337     2677569    7724  0 00:49 ?        00:04:10 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:neo --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=neo --sleep=3 --timeout=2700 --tries=1 --rest=0
1337     2677616    7729  0 00:49 ?        00:04:26 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:lyra --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=lyra --sleep=3 --timeout=2700 --tries=1 --rest=0
1337     2677746    7723  0 00:49 ?        00:04:30 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:leia --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=leia --sleep=3 --timeout=2700 --tries=1 --rest=0
1337     2677774    7722  0 00:49 ?        00:04:24 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:galad --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=galad --sleep=3 --timeout=2700 --tries=1 --rest=0
1337     2692834 1651484  0 01:01 ?        00:03:33 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=vmi2172335contaboservernet-KlN1:mail-supervisor --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=sending --sleep=3 --timeout=90 --tries=3 --rest=0
root     2702112    3943  0 Jun03 ?        00:00:09 [celery] <defunct>
root     2704458    3943  0 Jun03 ?        00:00:12 [celery] <defunct>
1337     2717729    3941  0 Jun09 ?        00:00:26 [ffmpeg] <defunct>
root     2718356    3943  0 May29 ?        00:00:13 [celery] <defunct>
1337     2725942    3941  0 May29 ?        00:00:23 [ffmpeg] <defunct>
1337     2730094    3941  0 Jun03 ?        00:00:39 [ffmpeg] <defunct>
root     2733842    3943  0 Jun03 ?        00:00:12 [celery] <defunct>
1337     2733899    4062  0 Jun03 ?        00:00:03 [php] <defunct>
1337     2744979    3941  0 May29 ?        00:01:45 [ffmpeg] <defunct>
1337     2745029    3941  0 May29 ?        00:00:02 [ffprobe] <defunct>
1337     2750766    4062  0 02:00 ?        00:00:01 [php] <defunct>
1337     2751156    7733  0 02:00 ?        00:04:03 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:selene --backoff=0 --max-time=0 --max-jobs=0 --memory=256 --queue=selene --sleep=3 --timeout=2700 --tries=1 --rest=0
root     2761837    3943  0 May29 ?        00:00:12 [celery] <defunct>
1337     2771288    3941  0 May29 ?        00:00:59 [ffmpeg] <defunct>
1337     2774703    3941  0 Jun03 ?        00:00:33 [ffmpeg] <defunct>
root     2775153    3943  0 Jun03 ?        00:00:11 [celery] <defunct>
1337     2778683    3824  0 02:35 ?        00:00:00 [curl] <defunct>
1337     2786012    3941  0 Jun03 ?        00:00:44 [ffmpeg] <defunct>
1337     2792676    3941  0 May29 ?        00:01:19 [ffmpeg] <defunct>
root     2796814    3943  0 03:00 ?        00:00:25 [celery] <defunct>
1337     2797742 1651486  0 03:01 ?        00:03:34 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=vmi2172335contaboservernet-KlN1:tracking-supervisor --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=tracking --sleep=3 --timeout=60 --tries=0 --rest=0
root     2798173    3941  0 Jun03 ?        00:00:00 [stty] <defunct>
root     2801326    3943  0 May29 ?        00:00:12 [celery] <defunct>
root     2803729    3941  0 03:08 ?        00:00:00 [stty] <defunct>
root     2804834    3943  0 May29 ?        00:00:14 [celery] <defunct>
root     2809970    3943  0 03:15 ?        00:00:14 [celery] <defunct>
root     2812171    3941  0 03:18 ?        00:00:00 [stty] <defunct>
root     2814177    3943  0 May29 ?        00:00:17 [celery] <defunct>
root     2814565    3943  0 May29 ?        00:00:15 [celery] <defunct>
root     2815274    3941  0 03:21 ?        00:00:00 [stty] <defunct>
root     2816195    3943  0 03:23 ?        00:00:16 [celery] <defunct>
root     2817109    3941  0 03:23 ?        00:00:00 [stty] <defunct>
root     2817315    3943  0 Jun06 ?        00:00:11 [celery] <defunct>
root     2817733    3943  0 May29 ?        00:00:23 [celery] <defunct>
root     2822195    3943  0 May29 ?        00:00:21 [celery] <defunct>
root     2822275    3943  0 03:30 ?        00:00:12 [celery] <defunct>
root     2824221    3941  0 03:32 ?        00:00:00 [stty] <defunct>
1337     2824255    3941  0 May29 ?        00:01:02 [ffmpeg] <defunct>
root     2824386    3943  0 May29 ?        00:00:08 [celery] <defunct>
root     2826578    3943  0 03:35 ?        00:00:22 [celery] <defunct>
root     2828028    3943  0 03:37 ?        00:00:14 [celery] <defunct>
root     2828243    3943  0 May29 ?        00:00:14 [celery] <defunct>
root     2828964    3943  0 May29 ?        00:00:15 [celery] <defunct>
root     2829696    3943  0 03:39 ?        00:00:24 [celery] <defunct>
root     2830226    3943  0 03:40 ?        00:00:10 [celery] <defunct>
1337     2832696    3941  0 Jun06 ?        00:00:40 [ffmpeg] <defunct>
1337     2832697    3941  0 Jun06 ?        00:00:01 [ffprobe] <defunct>
root     2833396    3943  0 Jun03 ?        00:00:09 [celery] <defunct>
1337     2844139 1651485  0 03:56 ?        00:03:18 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=vmi2172335contaboservernet-KlN1:campaigns-supervisor --backoff=0 --max-time=0 --max-jobs=0 --memory=512 --queue=campaigns --sleep=3 --timeout=7200 --tries=3 --rest=0
root     2848079    3943  0 May29 ?        00:00:13 [celery] <defunct>
1337     2850511    3941  0 Jun06 ?        00:00:21 [ffmpeg] <defunct>
root     2854977    3943  0 04:10 ?        00:00:10 [celery] <defunct>
root     2856130    3943  0 04:11 ?        00:00:12 [celery] <defunct>
root     2857687    3943  0 04:13 ?        00:00:13 [celery] <defunct>
root     2858221    3943  0 04:14 ?        00:00:12 [celery] <defunct>
root     2858749    3943  0 04:15 ?        00:00:18 [celery] <defunct>
root     2859257    3943  0 04:16 ?        00:00:12 [celery] <defunct>
root     2860371    3943  0 04:17 ?        00:00:12 [celery] <defunct>
root     2862552    3943  0 04:20 ?        00:00:18 [celery] <defunct>
1337     2863537    7718  0 04:22 ?        00:03:27 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2863670    7718  1 04:22 ?        00:03:46 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2863730    3943  0 04:22 ?        00:00:18 [celery] <defunct>
1337     2863798    7718  0 04:22 ?        00:03:33 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2863952    7718  0 04:22 ?        00:03:33 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2864944    7718  1 04:23 ?        00:03:47 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2865416    7718  1 04:24 ?        00:03:42 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2866311    7718  0 04:25 ?        00:03:30 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2867628    7718  0 04:27 ?        00:03:38 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2868508    7718  1 04:28 ?        00:03:40 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2868964    7718  0 04:29 ?        00:03:33 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2869592    3943  0 04:30 ?        00:00:18 [celery] <defunct>
root     2871873    3943  0 04:33 ?        00:00:23 [celery] <defunct>
root     2872308    3943  0 04:34 ?        00:00:14 [celery] <defunct>
root     2875840    3943  0 04:39 ?        00:00:13 [celery] <defunct>
root     2880182    3943  0 Jun03 ?        00:00:11 [celery] <defunct>
1337     2881812    7718  0 04:47 ?        00:03:23 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2883180    3943  0 04:49 ?        00:00:17 [celery] <defunct>
1337     2883489    3941  0 04:49 ?        00:00:47 [ffmpeg] <defunct>
1337     2884020    7718  1 04:50 ?        00:03:30 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2885543    7718  0 04:52 ?        00:03:24 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2887062    7718  0 04:54 ?        00:03:17 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2887253    3943  0 04:54 ?        00:00:14 [celery] <defunct>
1337     2887854    7718  1 04:55 ?        00:03:25 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2887855    3943  0 04:55 ?        00:00:09 [celery] <defunct>
1337     2888286    7718  1 04:56 ?        00:03:26 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2888918    3943  0 May29 ?        00:00:12 [celery] <defunct>
1337     2889250    7718  0 04:57 ?        00:03:14 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
1337     2889797    7718  0 04:58 ?        00:03:16 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2890724    3943  0 May29 ?        00:00:18 [celery] <defunct>
1337     2893851    4062  0 Jun06 ?        00:00:01 [php] <defunct>
1337     2894016    4062  0 Jun09 ?        00:00:01 [php] <defunct>
root     2896456    3943  0 05:07 ?        00:00:12 [celery] <defunct>
root     2897131    3943  0 Jun03 ?        00:00:13 [celery] <defunct>
root     2899191    3943  0 05:11 ?        00:00:14 [celery] <defunct>
root     2901035    3943  0 Jun03 ?        00:00:11 [celery] <defunct>
root     2905749    3943  0 05:21 ?        00:00:14 [celery] <defunct>
1337     2905991    3941  0 Jun09 ?        00:00:33 [ffmpeg] <defunct>
1337     2906034    3941  0 Jun09 ?        00:00:00 [ffprobe] <defunct>
root     2906207    3943  0 05:22 ?        00:00:16 [celery] <defunct>
1337     2906765    3941  0 Jun09 ?        00:00:27 [ffmpeg] <defunct>
root     2907548    3943  0 05:24 ?        00:00:22 [celery] <defunct>
root     2907928    3943  0 05:24 ?        00:00:11 [celery] <defunct>
1337     2907942    3941  0 Jun06 ?        00:00:00 [ffprobe] <defunct>
1337     2908047    3941  0 Jun06 ?        00:00:38 [ffmpeg] <defunct>
1337     2908072    3941  0 Jun06 ?        00:00:00 [ffprobe] <defunct>
1337     2908847    3941  0 Jun06 ?        00:00:38 [ffmpeg] <defunct>
1337     2908848    3941  0 Jun06 ?        00:00:35 [ffmpeg] <defunct>
1337     2909070    3941  0 Jun06 ?        00:00:11 [ffmpeg] <defunct>
1337     2909071    3941  0 Jun06 ?        00:00:30 [ffmpeg] <defunct>
1337     2909261    3941  0 Jun06 ?        00:00:04 [ffprobe] <defunct>
root     2911051    3943  0 05:29 ?        00:00:19 [celery] <defunct>
root     2911479    3943  0 05:30 ?        00:00:23 [celery] <defunct>
root     2911966    3943  0 05:30 ?        00:00:32 [celery] <defunct>
root     2912936    3943  0 05:32 ?        00:00:13 [celery] <defunct>
root     2914701    3943  0 05:34 ?        00:00:24 [celery] <defunct>
root     2915952    3943  0 05:36 ?        00:00:15 [celery] <defunct>
root     2917385    3943  0 05:38 ?        00:00:24 [celery] <defunct>
root     2917762    3943  0 05:39 ?        00:00:39 [celery] <defunct>
root     2919659    3943  0 05:42 ?        00:00:17 [celery] <defunct>
root     2920083    3943  0 05:43 ?        00:00:16 [celery] <defunct>
root     2920944    3943  0 05:44 ?        00:00:33 [celery] <defunct>
root     2921422    3943  0 05:45 ?        00:00:12 [celery] <defunct>
root     2921919    3943  0 05:46 ?        00:00:15 [celery] <defunct>
root     2924118    3943  0 05:49 ?        00:00:14 [celery] <defunct>
root     2924577    3943  0 05:50 ?        00:00:19 [celery] <defunct>
root     2925384    3943  0 05:51 ?        00:00:19 [celery] <defunct>
root     2925835    3943  0 05:52 ?        00:00:15 [celery] <defunct>
root     2930493    3943  0 05:59 ?        00:00:24 [celery] <defunct>
1337     2931157    4062  0 06:00 ?        00:00:04 [php] <defunct>
root     2931450    3943  0 06:00 ?        00:00:26 [celery] <defunct>
root     2932793    3943  0 06:02 ?        00:00:21 [celery] <defunct>
root     2934137    3943  0 06:04 ?        00:00:14 [celery] <defunct>
root     2934399    3943  0 May29 ?        00:00:11 [celery] <defunct>
root     2934634    3943  0 06:05 ?        00:00:16 [celery] <defunct>
root     2935104    3943  0 06:06 ?        00:00:19 [celery] <defunct>
root     2935579    3943  0 06:07 ?        00:00:12 [celery] <defunct>
1337     2936264    7718  1 06:08 ?        00:02:48 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2937088    3943  0 06:09 ?        00:00:40 [celery] <defunct>
1337     2937244    7718  1 06:09 ?        00:02:53 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2937535    3943  0 06:09 ?        00:00:17 [celery] <defunct>
root     2938006    3943  0 06:10 ?        00:00:12 [celery] <defunct>
root     2938481    3943  0 06:11 ?        00:00:29 [celery] <defunct>
root     2938906    3943  0 06:12 ?        00:00:14 [celery] <defunct>
root     2939398    3943  0 06:12 ?        00:00:09 [celery] <defunct>
root     2940411    3943  0 06:14 ?        00:00:16 [celery] <defunct>
1337     2941182    7718  1 06:15 ?        00:02:55 /usr/local/bin/php artisan horizon:work redis --name=default --supervisor=35e3e4a66478-z5MC:supervisor-1 --backoff=0 --max-time=0 --max-jobs=0 --memory=128 --queue=default --sleep=3 --timeout=60 --tries=3 --rest=0
root     2941328    3943  0 06:15 ?        00:00:33 [celery] <defunct>
root     2942137    3943  0 06:16 ?        00:00:14 [celery] <defunct>
root     2943139    3943  0 06:18 ?        00:00:12 [celery] <defunct>
root     2944016    3943  0 06:19 ?        00:00:28 [celery] <defunct>
root     2945012    3943  0 06:21 ?        00:00:22 [celery] <defunct>
root     2945442    3943  0 06:21 ?        00:00:12 [celery] <defunct>
root     2945912    3943  0 06:22 ?        00:00:22 [celery] <defunct>
root     2946402    3943  0 06:23 ?        00:00:17 [celery] <defunct>
root     2946804    3943  0 06:24 ?        00:00:21 [celery] <defunct>
root     2947173    3943  0 06:24 ?        00:00:18 [celery] <defunct>
root     2947713    3943  0 06:25 ?        00:00:19 [celery] <defunct>
root     2948549    3943  0 06:26 ?        00:00:19 [celery] <defunct>
