UID          PID    PPID  C STIME TTY          TIME CMD
systemd+   12107   12076  0 May27 ?        00:00:00 /bin/bash /opt/postal/app/bin/postal requeuer
systemd+   12119   12107  0 May27 ?        00:47:08 /opt/postal/app/bin/rake postal:requeuer
root       12544       1  0 May27 ?        00:40:17 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 7bb7daa52e9f54a41fd711faff27cb075cc1359e413b3d47541116c9e8aa256e -address /run/containerd/containerd.sock
systemd+   12566   12544  0 May27 ?        00:00:00 /bin/bash /opt/postal/app/bin/postal worker
systemd+   12581   12566  2 May27 ?        07:56:54 script/worker.rb (id
venserv+   13359       1  1 May27 ?        04:21:51 /usr/lib/systemd/systemd --user
venserv+   13360   13359  0 May27 ?        00:00:00 (sd-pam)
venserv+   13395       1  0 May27 ?        00:00:00 /bin/bash /home/venservant/actions-runner-tovbase/run.sh
1337       16735    3120  4 May27 ?        17:37:55 php artisan octane:start --server=swoole --host=0.0.0.0 --port=9096 --workers=32 --task-workers=16 --max-requests=500
1337       16773   16735  0 May27 ?        02:35:57 swoole_http_server: master process for VenMail
1337       16774   16773  0 May27 ?        00:02:06 swoole_http_server: manager process for VenMail
1337       28451    3941  0 Jun04 ?        00:00:00 [stty] <defunct>
root       31167       2  0 May27 ?        00:00:00 [tls-strp]
root       37948    3943  0 Jun02 ?        00:00:15 [celery] <defunct>
root       39036    3943  0 Jun02 ?        00:00:17 [celery] <defunct>
root       39919    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
1337       73126    4062  0 May31 ?        00:00:02 [php] <defunct>
root       78685    3943  0 Jun02 ?        00:00:20 [celery] <defunct>
1337       86992    4206  0 Jun07 ?        00:00:00 [curl] <defunct>
root       87591    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
1337       97606    3946  0 Jun07 ?        00:00:00 [curl] <defunct>
1337      111599    3941  0 May31 ?        00:00:35 [ffmpeg] <defunct>
1337      111600    3941  0 May31 ?        00:00:00 [ffprobe] <defunct>
root      112614    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
root      113193    3943  0 Jun10 ?        00:00:12 [celery] <defunct>
1337      116811    3941  0 Jun02 ?        00:00:55 [ffmpeg] <defunct>
1337      116814    3941  0 Jun02 ?        00:00:01 [ffprobe] <defunct>
root      118530    3943  0 May31 ?        00:00:12 [celery] <defunct>
root      118558    3943  0 May27 ?        00:00:09 [celery] <defunct>
root      119743    3943  0 May31 ?        00:00:13 [celery] <defunct>
root      122816    3943  0 Jun02 ?        00:00:22 [celery] <defunct>
root      123428    3941  0 Jun02 ?        00:00:00 [stty] <defunct>
1337      124307    3941  0 Jun04 ?        00:00:33 [ffmpeg] <defunct>
root      125126    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
1337      125992    4062  0 Jun07 ?        00:00:01 [php] <defunct>
1337      137157    3941  0 Jun07 ?        00:00:14 [ffmpeg] <defunct>
1337      137584    3941  0 Jun07 ?        00:00:19 [ffmpeg] <defunct>
1337      137660    3941  0 Jun07 ?        00:00:00 [ffprobe] <defunct>
1337      137726    3941  0 Jun07 ?        00:00:00 [ffprobe] <defunct>
1337      137980    3941  0 Jun07 ?        00:00:00 [ffprobe] <defunct>
root      138451    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
1337      138808    3941  0 May31 ?        00:00:50 [ffmpeg] <defunct>
1337      141652    4062  0 Jun10 ?        00:00:01 [php] <defunct>
root      147720    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
1337      151622    3941  0 Jun10 ?        00:00:29 [ffmpeg] <defunct>
1337      151666    3941  0 Jun10 ?        00:00:26 [ffmpeg] <defunct>
1337      152670    3941  0 Jun10 ?        00:00:15 [ffmpeg] <defunct>
root      154794    3943  0 May31 ?        00:00:17 [celery] <defunct>
1337      160795    3941  0 May31 ?        00:00:11 [ffmpeg] <defunct>
1337      160796    3941  0 May31 ?        00:00:00 [ffprobe] <defunct>
root      166501    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337      170006    4062  0 Jun04 ?        00:00:03 [php] <defunct>
1337      179537    4206  0 Jun04 ?        00:00:00 [curl] <defunct>
1337      196987    3946  0 Jun04 ?        00:00:00 [curl] <defunct>
root      200192    3943  0 May31 ?        00:00:11 [celery] <defunct>
root      204239    3943  0 Jun02 ?        00:00:19 [celery] <defunct>
root      206821    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
1337      238884    3941  0 Jun02 ?        00:00:49 [ffmpeg] <defunct>
root      242977    3943  0 May31 ?        00:00:13 [celery] <defunct>
1337      243279    4206  0 May31 ?        00:00:00 [curl] <defunct>
root      244476    3943  0 May31 ?        00:00:16 [celery] <defunct>
root      246078    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337      251717    3941  0 May31 ?        00:00:38 [ffmpeg] <defunct>
root      254481    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
1337      260148    4062  0 May31 ?        00:00:01 [php] <defunct>
1337      264661    3946  0 May31 ?        00:00:00 [curl] <defunct>
1337      275673    3941  0 May31 ?        00:00:57 [ffmpeg] <defunct>
1337      275674    3941  0 May31 ?        00:00:52 [ffmpeg] <defunct>
1337      275729    3941  0 May31 ?        00:00:00 [ffprobe] <defunct>
1337      276256    3941  0 May31 ?        00:00:02 [ffprobe] <defunct>
1337      276292    3941  0 May31 ?        00:00:00 [php] <defunct>
1337      276472    3941  0 Jun07 ?        00:00:20 [ffmpeg] <defunct>
root      276601    3941  0 May31 ?        00:00:00 [stty] <defunct>
1337      276622    3941  0 May31 ?        00:00:02 [ffprobe] <defunct>
1337      276977    3941  0 May31 ?        00:00:01 [ffprobe] <defunct>
1337      277177    3941  0 May31 ?        00:00:01 [ffprobe] <defunct>
1337      277455    3941  0 May31 ?        00:00:37 [ffmpeg] <defunct>
1337      277529    3941  0 May31 ?        00:00:31 [ffmpeg] <defunct>
root      282925    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
root      287177    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
1337      287394    4062  0 Jun02 ?        00:00:05 [php] <defunct>
root      290447    3943  0 May31 ?        00:00:09 [celery] <defunct>
1337      302327    4543  0 May31 ?        00:00:00 [curl] <defunct>
1337      308121    3941  0 Jun04 ?        00:00:00 [ffprobe] <defunct>
1337      310021    3946  0 Jun04 ?        00:00:00 [curl] <defunct>
1337      323433    3941  0 May31 ?        00:00:28 [ffmpeg] <defunct>
root      334602    3943  0 May31 ?        00:00:13 [celery] <defunct>
1337      347442    3946  0 Jun07 ?        00:00:00 [curl] <defunct>
1337      348858    3941  0 Jun04 ?        00:00:22 [ffmpeg] <defunct>
1337      349553    3941  0 Jun10 ?        00:00:24 [ffmpeg] <defunct>
1337      353553    3941  0 Jun10 ?        00:00:19 [ffmpeg] <defunct>
1337      353554    3941  0 Jun10 ?        00:00:00 [ffprobe] <defunct>
root      380609    3943  0 Jun04 ?        00:00:11 [celery] <defunct>
1337      403072    4543  0 May31 ?        00:00:00 [curl] <defunct>
1337      406627    3941  0 May31 ?        00:00:37 [ffmpeg] <defunct>
1337      410178    3941  0 May31 ?        00:00:45 [ffmpeg] <defunct>
root      422526    3943  0 Jun07 ?        00:00:13 [celery] <defunct>
1337      423143    4062  0 Jun04 ?        00:00:02 [php] <defunct>
1337      424112    3941  0 May31 ?        00:00:52 [ffmpeg] <defunct>
1337      427533    3941  0 Jun07 ?        00:00:30 [ffmpeg] <defunct>
root      435159    3943  0 May31 ?        00:00:29 [celery] <defunct>
root      435269    3943  0 Jun10 ?        00:00:09 [celery] <defunct>
1337      438267    3941  0 Jun04 ?        00:00:00 [ffprobe] <defunct>
1337      438287    3941  0 Jun04 ?        00:00:39 [ffmpeg] <defunct>
1337      438555    4206  0 May27 ?        00:00:00 [curl] <defunct>
1337      439051    3941  0 Jun04 ?        00:00:00 [ffprobe] <defunct>
1337      439168    3941  0 Jun04 ?        00:00:25 [ffmpeg] <defunct>
1337      439212    3941  0 Jun04 ?        00:00:24 [ffmpeg] <defunct>
1337      439341    3941  0 Jun04 ?        00:00:00 [ffprobe] <defunct>
1337      440668    3941  0 Jun04 ?        00:00:52 [ffmpeg] <defunct>
1337      440670    3941  0 Jun04 ?        00:00:02 [ffprobe] <defunct>
1337      440690    3941  0 Jun04 ?        00:00:37 [ffmpeg] <defunct>
1337      440691    3941  0 Jun04 ?        00:00:43 [ffmpeg] <defunct>
1337      440824    3941  0 Jun04 ?        00:00:03 [ffprobe] <defunct>
1337      440828    3941  0 Jun04 ?        00:00:03 [ffprobe] <defunct>
root      442176    3943  0 Jun04 ?        00:00:14 [celery] <defunct>
root      442741    3943  0 May31 ?        00:00:14 [celery] <defunct>
root      443846    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
root      462027    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
root      466693    3943  0 Jun04 ?        00:00:14 [celery] <defunct>
root      474902    3943  0 May31 ?        00:00:10 [celery] <defunct>
root      475872    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
1337      485887    3941  0 Jun10 ?        00:00:21 [ffmpeg] <defunct>
root      487176    3943  0 Jun07 ?        00:00:12 [celery] <defunct>
1337      493772    3941  0 Jun10 ?        00:00:19 [ffmpeg] <defunct>
1337      493917    3941  0 Jun10 ?        00:00:00 [ffprobe] <defunct>
1337      495732    3941  0 Jun10 ?        00:00:19 [ffmpeg] <defunct>
1337      497391    3941  0 Jun07 ?        00:00:35 [ffmpeg] <defunct>
1337      503508    3824  0 Jun07 ?        00:00:00 [curl] <defunct>
root      504394    3943  0 Jun02 ?        00:00:08 [celery] <defunct>
1337      506208    3941  0 May27 ?        00:00:18 [ffmpeg] <defunct>
1337      510004    4206  0 May27 ?        00:00:00 [curl] <defunct>
root      519161    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337      519806    3941  0 May27 ?        00:00:20 [ffmpeg] <defunct>
1337      521790    3824  0 Jun02 ?        00:00:00 [curl] <defunct>
1337      525007    3941  0 May31 ?        00:00:25 [ffmpeg] <defunct>
1337      529134    3941  0 May31 ?        00:00:29 [ffmpeg] <defunct>
root      540180    3943  0 Jun02 ?        00:00:08 [celery] <defunct>
1337      550502    3941  0 Jun10 ?        00:00:32 [ffmpeg] <defunct>
1337      551136    3941  0 May31 ?        00:00:32 [ffmpeg] <defunct>
root      553676    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
root      556252    3941  0 May28 ?        00:00:00 [stty] <defunct>
root      558617    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
root      561304    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
root      564863    3941  0 May28 ?        00:00:00 [stty] <defunct>
root      566684    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
root      569135    3943  0 Jun02 ?        00:00:15 [celery] <defunct>
root      571128    3943  0 Jun02 ?        00:00:17 [celery] <defunct>
1337      575275    3941  0 Jun07 ?        00:00:25 [ffmpeg] <defunct>
root      584934    3943  0 May31 ?        00:00:11 [celery] <defunct>
root      587539    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
1337      590462    3946  0 May31 ?        00:00:00 [curl] <defunct>
1337      592963    3941  0 Jun10 ?        00:00:23 [ffmpeg] <defunct>
root      603625    3943  0 Jun10 ?        00:00:15 [celery] <defunct>
1337      622162    3941  0 May28 ?        00:00:17 [ffmpeg] <defunct>
1337      624372    3941  0 May31 ?        00:00:26 [ffmpeg] <defunct>
1337      624826    3941  0 Jun07 ?        00:00:00 [ffprobe] <defunct>
root      634489    1294  0 Jun10 ?        00:00:01 /usr/bin/docker-proxy -proto tcp -host-ip 127.0.0.1 -host-port 8090 -container-ip 172.17.0.5 -container-port 8090
root      634546       1  0 Jun10 ?        00:03:29 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 1320972c1a12054f8f2fee4396a95ad0186b49403b04d974306ebc483db6ccfd -address /run/containerd/containerd.sock
root      634576  634546  0 Jun10 ?        00:24:36 /usr/local/bin/python3.12 /usr/local/bin/uvicorn app:app --host 0.0.0.0 --port 8090
root      635863  634576  0 Jun10 ?        00:00:00 [gpgconf] <defunct>
root      635865  634576  0 Jun10 ?        00:00:00 [gpgconf] <defunct>
root      635867  634576  0 Jun10 ?        00:00:00 [gpg] <defunct>
root      635869  634576  0 Jun10 ?        00:00:00 [gpgsm] <defunct>
root      635872  634576  0 Jun10 ?        00:00:00 [gpgconf] <defunct>
root      658759    3943  0 Jun04 ?        00:00:11 [celery] <defunct>
1337      664936    3941  0 Jun07 ?        00:00:45 [ffmpeg] <defunct>
1337      672332    3824  0 Jun04 ?        00:00:00 [curl] <defunct>
1337      679501    3941  0 May31 ?        00:00:44 [ffmpeg] <defunct>
root      685476    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
root      693899    3943  0 May31 ?        00:00:10 [celery] <defunct>
1337      695036    4206  0 May28 ?        00:00:00 [curl] <defunct>
root      706055    3943  0 Jun04 ?        00:00:22 [celery] <defunct>
1337      706184    3941  0 May31 ?        00:00:26 [ffmpeg] <defunct>
root      711338    3943  0 Jun10 ?        00:00:11 [celery] <defunct>
root      714744    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
root      718766    3943  0 Jun04 ?        00:00:13 [celery] <defunct>
root      722416    3943  0 Jun02 ?        00:00:16 [celery] <defunct>
root      725302    3943  0 Jun02 ?        00:00:07 [celery] <defunct>
root      736252    3943  0 Jun04 ?        00:00:13 [celery] <defunct>
root      736265    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
root      736802    3943  0 Jun04 ?        00:00:09 [celery] <defunct>
root      737378    3943  0 Jun04 ?        00:00:12 [celery] <defunct>
root      747929    3943  0 May31 ?        00:00:13 [celery] <defunct>
1337      766016    4543  0 Jun04 ?        00:00:00 [curl] <defunct>
1337      769145    3941  0 Jun07 ?        00:00:30 [ffmpeg] <defunct>
1337      774810    3941  0 May31 ?        00:00:16 [ffmpeg] <defunct>
1337      774812    3941  0 May31 ?        00:00:00 [ffprobe] <defunct>
1337      777979    3941  0 May31 ?        00:00:32 [ffmpeg] <defunct>
1337      780072    3941  0 Jun10 ?        00:00:29 [ffmpeg] <defunct>
1337      780944    3941  0 May31 ?        00:00:32 [ffmpeg] <defunct>
1337      783078    3941  0 May31 ?        00:01:01 [ffmpeg] <defunct>
root      785201    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
root      785847    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
1337      787923    3946  0 Jun10 ?        00:00:00 [curl] <defunct>
1337      792246    3941  0 May31 ?        00:00:58 [ffmpeg] <defunct>
1337      797435    3941  0 Jun04 ?        00:01:18 [ffmpeg] <defunct>
1337      798858    3941  0 Jun04 ?        00:01:27 [ffmpeg] <defunct>
root      802835    3943  0 May31 ?        00:00:13 [celery] <defunct>
1337      804542    4062  0 May28 ?        00:00:01 [php] <defunct>
1337      805370    3941  0 May31 ?        00:00:52 [ffmpeg] <defunct>
1337      806594    3941  0 May31 ?        00:01:03 [ffmpeg] <defunct>
root      811992    3943  0 Jun02 ?        00:00:13 [celery] <defunct>
root      821082    3941  0 Jun02 ?        00:00:00 [stty] <defunct>
1337      827045    3941  0 May31 ?        00:01:00 [ffmpeg] <defunct>
root      833419    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
root      834417    3943  0 Jun04 ?        00:00:13 [celery] <defunct>
root      838743    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
1337      840310    3941  0 Jun10 ?        00:00:17 [ffmpeg] <defunct>
1337      848745    3941  0 Jun04 ?        00:00:46 [ffmpeg] <defunct>
1337      851294    3941  0 Jun10 ?        00:00:31 [ffmpeg] <defunct>
1337      855667    3941  0 Jun07 ?        00:00:21 [ffmpeg] <defunct>
root      858643    3943  0 May31 ?        00:00:13 [celery] <defunct>
1337      870002    4543  0 Jun04 ?        00:00:00 [curl] <defunct>
root      872158    3943  0 Jun04 ?        00:00:27 [celery] <defunct>
root      878837    3943  0 Jun04 ?        00:00:13 [celery] <defunct>
root      919433    3943  0 Jun04 ?        00:00:17 [celery] <defunct>
1337      928220    3941  0 Jun04 ?        00:00:32 [ffmpeg] <defunct>
root      930131    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
root      934863    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337      948875    3941  0 May31 ?        00:00:49 [ffmpeg] <defunct>
root      950267    3943  0 Jun02 ?        00:00:16 [celery] <defunct>
root      951832    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337      955425    3941  0 May31 ?        00:00:35 [ffmpeg] <defunct>
1337      960606    3941  0 Jun07 ?        00:00:31 [ffmpeg] <defunct>
1337      962406    3941  0 May31 ?        00:00:29 [ffmpeg] <defunct>
root      967519    3943  0 Jun04 ?        00:00:12 [celery] <defunct>
root      974540    3943  0 May31 ?        00:00:13 [celery] <defunct>
root      975640    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
root      981222    3943  0 Jun02 ?        00:00:11 [celery] <defunct>
root      997484    3941  0 Jun10 ?        00:00:00 [stty] <defunct>
1337      998133    3824  0 Jun10 ?        00:00:00 [curl] <defunct>
1337      999130    4062  0 May28 ?        00:00:01 [php] <defunct>
1337     1003552    3941  0 May31 ?        00:00:54 [ffmpeg] <defunct>
1337     1006814    3941  0 May28 ?        00:00:21 [ffmpeg] <defunct>
1337     1006841    3941  0 May28 ?        00:00:01 [ffprobe] <defunct>
root     1011430    3943  0 Jun04 ?        00:00:13 [celery] <defunct>
1337     1017178    3946  0 May31 ?        00:00:00 [curl] <defunct>
1337     1029816    3941  0 Jun04 ?        00:01:00 [ffmpeg] <defunct>
1337     1031416    3824  0 Jun07 ?        00:00:00 [curl] <defunct>
root     1035710    3943  0 May31 ?        00:00:09 [celery] <defunct>
1337     1044808    3946  0 May28 ?        00:00:00 [curl] <defunct>
root     1055474    3943  0 Jun04 ?        00:00:10 [celery] <defunct>
1337     1063441    4543  0 May31 ?        00:00:00 [curl] <defunct>
root     1083138    3943  0 Jun07 ?        00:00:18 [celery] <defunct>
1337     1087803    3941  0 May31 ?        00:00:31 [ffmpeg] <defunct>
1337     1095461    3941  0 Jun10 ?        00:00:14 [ffmpeg] <defunct>
root     1101669    3943  0 May31 ?        00:00:11 [celery] <defunct>
root     1106598    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
1337     1113609    3941  0 May31 ?        00:00:39 [ffmpeg] <defunct>
1337     1118684    3941  0 May31 ?        00:00:36 [ffmpeg] <defunct>
1337     1124003    4543  0 Jun04 ?        00:00:00 [curl] <defunct>
1337     1126103    4543  0 Jun04 ?        00:00:00 [curl] <defunct>
1337     1128525    3941  0 May28 ?        00:00:22 [ffmpeg] <defunct>
1337     1144939    3941  0 May28 ?        00:00:18 [ffmpeg] <defunct>
root     1145250    3943  0 Jun02 ?        00:00:08 [celery] <defunct>
1337     1148287    3941  0 May28 ?        00:00:17 [ffmpeg] <defunct>
root     1148534    3943  0 Jun02 ?        00:00:10 [celery] <defunct>
1337     1151907    3941  0 May28 ?        00:00:21 [ffmpeg] <defunct>
1337     1159028    3941  0 Jun07 ?        00:00:42 [ffmpeg] <defunct>
1337     1163736    4206  0 May31 ?        00:00:00 [curl] <defunct>
1337     1169544    3941  0 May31 ?        00:00:39 [ffmpeg] <defunct>
1337     1180605    3824  0 Jun04 ?        00:00:00 [curl] <defunct>
1337     1186344    4206  0 Jun04 ?        00:00:00 [curl] <defunct>
root     1190008    3943  0 Jun04 ?        00:00:09 [celery] <defunct>
1337     1190616    4543  0 Jun02 ?        00:00:00 [curl] <defunct>
1337     1194592    3824  0 Jun07 ?        00:00:00 [curl] <defunct>
root     1199482    3943  0 Jun07 ?        00:00:12 [celery] <defunct>
1337     1209135    3941  0 May28 ?        00:00:20 [ffmpeg] <defunct>
1337     1209136    3941  0 May28 ?        00:00:00 [ffprobe] <defunct>
1337     1209736    3941  0 Jun04 ?        00:00:00 [ffprobe] <defunct>
1337     1212007    3941  0 May28 ?        00:00:23 [ffmpeg] <defunct>
1337     1214275    3941  0 May31 ?        00:00:51 [ffmpeg] <defunct>
root     1214878    3943  0 May28 ?        00:00:09 [celery] <defunct>
1337     1216336    3941  0 May31 ?        00:00:53 [ffmpeg] <defunct>
root     1230694    3943  0 May31 ?        00:00:09 [celery] <defunct>
1337     1230714    3941  0 May28 ?        00:00:28 [ffmpeg] <defunct>
root     1235758    3943  0 May31 ?        00:00:12 [celery] <defunct>
root     1236205    3943  0 Jun04 ?        00:00:11 [celery] <defunct>
root     1249218    3943  0 Jun02 ?        00:00:17 [celery] <defunct>
root     1253381    3943  0 Jun02 ?        00:00:07 [celery] <defunct>
1337     1255191    4206  0 Jun04 ?        00:00:00 [curl] <defunct>
1337     1256522    3941  0 May28 ?        00:00:17 [ffmpeg] <defunct>
1337     1262308    3941  0 Jun01 ?        00:00:00 [stty] <defunct>
1337     1265424    3941  0 May28 ?        00:00:24 [ffmpeg] <defunct>
root     1266776    3943  0 Jun08 ?        00:00:12 [celery] <defunct>
1337     1281659    3941  0 Jun04 ?        00:00:19 [ffmpeg] <defunct>
1337     1287112    4062  0 Jun11 ?        00:00:02 [php] <defunct>
1337     1301993    3941  0 Jun08 ?        00:00:40 [ffmpeg] <defunct>
root     1308524    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
root     1314708    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
root     1329359    3941  0 Jun05 ?        00:00:00 [stty] <defunct>
1337     1336480    3941  0 May28 ?        00:00:18 [ffmpeg] <defunct>
1337     1341916    3941  0 May28 ?        00:00:23 [ffmpeg] <defunct>
root     1341972    3941  0 Jun05 ?        00:00:00 [stty] <defunct>
1337     1342381    4543  0 Jun08 ?        00:00:00 [curl] <defunct>
1337     1344509    4062  0 Jun08 ?        00:00:02 [php] <defunct>
root     1345279    3943  0 Jun05 ?        00:00:10 [celery] <defunct>
1337     1353069    4062  0 Jun02 ?        00:00:01 [php] <defunct>
1337     1367763    3946  0 May28 ?        00:00:00 [curl] <defunct>
root     1381300    3943  0 Jun08 ?        00:00:09 [celery] <defunct>
root     1404461    3941  0 Jun08 ?        00:00:00 [stty] <defunct>
1337     1406371    4062  0 Jun05 ?        00:00:02 [php] <defunct>
root     1407420    3943  0 Jun02 ?        00:00:09 [celery] <defunct>
1337     1418322    3941  0 May28 ?        00:00:00 [ffprobe] <defunct>
1337     1427691    3941  0 Jun05 ?        00:00:30 [ffmpeg] <defunct>
1337     1430815    3941  0 Jun11 ?        00:00:12 [ffmpeg] <defunct>
root     1435882    3943  0 Jun01 ?        00:00:08 [celery] <defunct>
1337     1439523    3941  0 May28 ?        00:00:16 [ffmpeg] <defunct>
root     1452210    3943  0 Jun01 ?        00:00:15 [celery] <defunct>
1337     1459869    3941  0 Jun02 ?        00:00:00 [ffprobe] <defunct>
1337     1460028    3941  0 Jun02 ?        00:00:53 [ffmpeg] <defunct>
1337     1460459    3941  0 Jun02 ?        00:00:00 [ffprobe] <defunct>
1337     1460582    3941  0 Jun02 ?        00:00:55 [ffmpeg] <defunct>
1337     1460583    3941  0 Jun02 ?        00:00:53 [ffmpeg] <defunct>
1337     1461150    3941  0 Jun02 ?        00:00:02 [ffprobe] <defunct>
root     1462022    3943  0 Jun05 ?        00:00:13 [celery] <defunct>
1337     1462497    3941  0 Jun02 ?        00:00:41 [ffmpeg] <defunct>
1337     1462498    3941  0 Jun02 ?        00:00:56 [ffmpeg] <defunct>
1337     1463519    3941  0 Jun11 ?        00:00:22 [ffmpeg] <defunct>
root     1476225    3943  0 Jun02 ?        00:00:12 [celery] <defunct>
1337     1481681    3941  0 Jun11 ?        00:00:11 [ffmpeg] <defunct>
root     1486860       1  0 Jun08 ?        00:16:15 /usr/bin/containerd-shim-runc-v2 -namespace moby -id ec1bd7ecf57f8dd07b3a5d4c9cfa5388f33576353f58f636ccbde06d8441090b -address /run/containerd/containerd.sock
root     1486880 1486860  0 Jun08 ?        00:04:22 node socket.js
root     1498548    3943  0 Jun02 ?        00:00:18 [celery] <defunct>
1337     1503938    4543  0 Jun05 ?        00:00:00 [curl] <defunct>
1337     1506028    3946  0 Jun05 ?        00:00:00 [curl] <defunct>
1337     1515035    4543  0 Jun01 ?        00:00:00 [curl] <defunct>
1337     1517526    3941  0 Jun11 ?        00:00:15 [ffmpeg] <defunct>
1337     1517908    3941  0 May28 ?        00:00:21 [ffmpeg] <defunct>
1337     1518055    4062  0 Jun11 ?        00:00:01 [php] <defunct>
1337     1525685    3941  0 May28 ?        00:00:26 [ffmpeg] <defunct>
1337     1525903    3941  0 Jun11 ?        00:00:29 [ffmpeg] <defunct>
1337     1526091    3941  0 Jun11 ?        00:00:19 [ffmpeg] <defunct>
1337     1526285    3941  0 Jun11 ?        00:00:01 [ffprobe] <defunct>
1337     1526531    3941  0 Jun11 ?        00:00:00 [ffprobe] <defunct>
1337     1526800    3941  0 Jun11 ?        00:00:00 [ffprobe] <defunct>
1337     1527014    3941  0 Jun11 ?        00:00:13 [ffmpeg] <defunct>
1337     1527015    3941  0 Jun11 ?        00:00:14 [ffmpeg] <defunct>
1337     1527358    3941  0 Jun11 ?        00:00:00 [ffprobe] <defunct>
root     1535443    3943  0 Jun02 ?        00:00:19 [celery] <defunct>
1337     1557300    3941  0 May28 ?        00:00:26 [ffmpeg] <defunct>
1337     1559314    3941  0 May28 ?        00:00:45 [ffmpeg] <defunct>
root     1561269    3943  0 Jun08 ?        00:00:14 [celery] <defunct>
1337     1568038    4062  0 Jun01 ?        00:00:03 [php] <defunct>
1337     1569159    3941  0 May28 ?        00:00:25 [ffmpeg] <defunct>
1337     1581244    4062  0 Jun08 ?        00:00:01 [php] <defunct>
root     1585648    3943  0 Jun02 ?        00:00:15 [celery] <defunct>
root     1587429    3943  0 Jun02 ?        00:00:24 [celery] <defunct>
1337     1587436    3941  0 Jun08 ?        00:00:37 [ffmpeg] <defunct>
1337     1590765    3941  0 Jun08 ?        00:00:51 [ffmpeg] <defunct>
1337     1598782    4062  0 Jun05 ?        00:00:01 [php] <defunct>
root     1600152    3943  0 Jun02 ?        00:00:17 [celery] <defunct>
1337     1604161    3941  0 Jun08 ?        00:00:34 [ffmpeg] <defunct>
1337     1604383    3941  0 Jun08 ?        00:00:01 [ffprobe] <defunct>
1337     1605327    3941  0 Jun08 ?        00:00:20 [ffmpeg] <defunct>
1337     1605342    3941  0 Jun08 ?        00:00:15 [ffmpeg] <defunct>
1337     1605379    3941  0 Jun08 ?        00:00:00 [ffprobe] <defunct>
1337     1606502    4206  0 Jun11 ?        00:00:00 [curl] <defunct>
1337     1609985    3941  0 Jun05 ?        00:00:25 [ffmpeg] <defunct>
1337     1610033    3941  0 Jun05 ?        00:00:26 [ffmpeg] <defunct>
1337     1610067    3941  0 Jun05 ?        00:00:01 [ffprobe] <defunct>
1337     1610629    3941  0 Jun05 ?        00:00:00 [stty] <defunct>
1337     1610978    3941  0 Jun05 ?        00:00:00 [ffprobe] <defunct>
1337     1611126    3941  0 Jun05 ?        00:00:16 [ffmpeg] <defunct>
1337     1611242    3941  0 Jun05 ?        00:00:00 [ffprobe] <defunct>
root     1619967    3943  0 Jun08 ?        00:00:18 [celery] <defunct>
1337     1625500    3941  0 Jun02 ?        00:00:42 [ffmpeg] <defunct>
1337     1629129    3946  0 Jun01 ?        00:00:00 [curl] <defunct>
1337     1634420    3941  0 May28 ?        00:00:24 [ffmpeg] <defunct>
root     1644819    3943  0 Jun02 ?        00:00:14 [celery] <defunct>
root     1651315       1  0 Jun11 ?        00:06:26 /usr/bin/containerd-shim-runc-v2 -namespace moby -id c3b87f129e16fdbb3be1a29efff8358d3955eeecbed6291efd4be5000354987d -address /run/containerd/containerd.sock
root     1651343 1651315  0 Jun11 ?        00:07:04 /usr/bin/python3 /usr/bin/supervisord -c /etc/supervisor/conf.d/supervisord-horizon.conf
